,Hour,Num_strikes,Num_pos_current,Num_neg_current,Percent_pos
0,21:00,0.0,0.0,0.0,0.0
1,21:10,2.0,0.0,2.0,0.0
2,21:20,1.0,1.0,0.0,0.0
3,21:30,23.0,5.0,18.0,21.7391
4,21:40,10.0,1.0,9.0,10.0
5,21:50,7.0,1.0,6.0,14.2857
6,22:00,2.0,1.0,1.0,0.0
7,22:10,6.0,0.0,6.0,0.0
8,22:20,0.0,0.0,0.0,0.0
9,22:30,3.0,3.0,0.0,100.0
10,22:40,0.0,0.0,0.0,0.0
11,22:50,1.0,0.0,1.0,0.0
12,23:00,0.0,0.0,0.0,0.0
